"EFF_DATE","ROUTE_TYPE_CODE","ROUTE_ID","ARTCC","WIDTH_SEQ_NO","WIDTH_TEXT"
"2026/01/22","IR","304","ZLC",20,"G; 8 NM LEFT AND 5 NM RIGHT OF CENTERLINE FROM G TO H; 8 NM"
"2026/01/22","IR","304","ZLC",25,"EITHER SIDE OF CENTERLINE FROM H TO M. ALTERNATE ENTRY N: ON"
"2026/01/22","IR","304","ZLC",30,"CENTERLINE FROM N TO H1; 8 NM EITHER SIDE OF CENTERLINE FROM H1"
"2026/01/22","IR","304","ZLC",35,"TO I1. ALTERNATE EXIT J: ON CENTERLINE J1 TO O."
"2026/01/22","IR","305","ZLC",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","305","ZLC",10,"8 NM EITHER SIDE OF CENTERLINE FROM C TO G;"
"2026/01/22","IR","305","ZLC",15,"5 NM LEFT AND 8 NM RIGHT OF CENTERLINE FROM G TO H;"
"2026/01/22","IR","305","ZLC",20,"4 NM EITHER SIDE OF CENTERLINE FROM H TO K;"
"2026/01/22","IR","305","ZLC",25,"8 NM EITHER SIDE OF CENTERLINE FROM K TO O;"
"2026/01/22","IR","305","ZLC",30,"8 NM RIGHT AND 4 NM LEFT OF CENTERLINE FROM O TO P;"
"2026/01/22","IR","305","ZLC",35,"4 NM EITHER SIDE OF CENTERLINE FROM X TO Y."
"2026/01/22","IR","307","ZLC ZSE",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO D;"
"2026/01/22","IR","307","ZLC ZSE",10,"5 NM EITHER SIDE OF CENTERLINE FROM D TO E;"
"2026/01/22","IR","307","ZLC ZSE",15,"8 NM EITHER SIDE OF CENTERLINE FROM E TO L."
"2026/01/22","IR","308","ZAB ZDV",1,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","313","",1,"4 NM EITHER SIDE OF CENTERLINE FROM A TO D;"
"2026/01/22","IR","313","",2,"3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM D TO E; 3 NM LEFT AND"
"2026/01/22","IR","313","",3,"9 NM RIGHT OF CENTERLINE FROM E TO F; 4 NM LEFT AND 9 NM RIGHT OF"
"2026/01/22","IR","313","",4,"CENTERLINE FROM F TO G; 4 NM EITHER SIDE OF CENTERLINE FROM G TO"
"2026/01/22","IR","313","",5,"K; 4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM K TO N; 4 NM"
"2026/01/22","IR","313","",6,"EITHER SIDE OF CENTERLINE FROM N TO O; 3 NM LEFT AND 4 NM RIGHT OF"
"2026/01/22","IR","313","",7,"CENTERLINE FROM O TO Q; 4 NM EITHER SIDE OF CENTERLINE FROM Q TO"
"2026/01/22","IR","313","",8,"V; 4 NM EITHER SIDE OF CENTERLINE FROM ALTERNATE EXIT I TO I1; 4 NM"
"2026/01/22","IR","313","",9,"EITHER SIDE OF CENTERLINE FROM ALTERNATE ENTRY I1 TO J."
"2026/01/22","IR","324","ZSE",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","325","ZSE",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","326","ZSE",10,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","327","ZSE",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","328","ZSE",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","329","ZSE",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","330","ZSE",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO F;"
"2026/01/22","IR","330","ZSE",6,"5 NM LEFT AND 2 NM RIGHT OF CENTERLINE FROM F TO H;"
"2026/01/22","IR","330","ZSE",10,"5 NM EITHER SIDE OF CENTERLINE FROM H TO I."
"2026/01/22","IR","341","ZSE",5,"4 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","342","ZSE",5,"4 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","343","ZSE",5,"4 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","344","ZSE",5,"4 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","346","ZSE",5,"4 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","348","ZSE",5,"4 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","409","ZAB ZDV",5,"3 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","409","ZAB ZDV",10,"5 NM EITHER SIDE OF CENTERLINE FROM C TO E; 4 NM EITHER SIDE OF"
"2026/01/22","IR","409","ZAB ZDV",15,"CENTERLINE FROM E TO F; 5 NM EITHER SIDE OF CENTERLINE FROM F TO G;"
"2026/01/22","IR","409","ZAB ZDV",20,"3 NM EITHER SIDE OF CENTERLINE FROM G TO H;"
"2026/01/22","IR","414","ZDV",5,"3 NM EITHER SIDE OF CENTERLINE FROM A TO C."
"2026/01/22","IR","415","ZDV",1,"3 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","416","ZDV",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO H;"
"2026/01/22","IR","416","ZDV",15,"3 NM EITHER SIDE OF CENTERLINE FROM H TO L."
"2026/01/22","IR","418","ZLC",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","418","ZLC",10,"5 NM EITHER SIDE OF CENTERLINE FROM C TO D."
"2026/01/22","IR","420","ZLC",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","420","ZLC",10,"5 NM EITHER SIDE OF CENTERLINE FROM C TO D."
"2026/01/22","IR","424","ZDV",1,"3 NM EITHER SIDE OF CENTERLINE FROM A TO E."
"2026/01/22","IR","425","ZLA ZLC ZOA",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO E;"
"2026/01/22","IR","425","ZLA ZLC ZOA",10,"10 NM LEFT AND 7 NM RIGHT OF CENTERLINE FROM E TO G;"
"2026/01/22","IR","425","ZLA ZLC ZOA",15,"4 NM LEFT AND 7 NM RIGHT OF CENTERLINE FROM G TO H;"
"2026/01/22","IR","425","ZLA ZLC ZOA",20,"4 NM EITHER SIDE OF CENTERLINE FROM H TO T;"
"2026/01/22","IR","425","ZLA ZLC ZOA",25,"7 NM EITHER SIDE OF CENTERLINE FROM T TO U;"
"2026/01/22","IR","425","ZLA ZLC ZOA",30,"4 NM LEFT AND 7 NM RIGHT OF CENTERLINE FROM U TO V;"
"2026/01/22","IR","425","ZLA ZLC ZOA",35,"4 NM EITHER SIDE OF CENTERLINE FROM V TO AM."
"2026/01/22","IR","460","",5,"3.5 NM LEFT/RIGHT OF CENTERLINE FOR THE ENTIRE ROUTE."
"2026/01/22","IR","461","",1,"3.5 NM LEFT / RIGHT OF CENTERLINE FOR THE ENTIRE ROUTE."
"2026/01/22","IR","473","ZDV ZLC",10,"5 NM LEFT AND 7 NM RIGHT OF"
"2026/01/22","IR","473","ZDV ZLC",20,"CENTERLINE FROM F TO JB; 7 NM LEFT AND 4NM RIGHT OF CENTERLINE"
"2026/01/22","IR","473","ZDV ZLC",30,"FROM JB TO JF; 4 NM EITHER SIDE OF CENTERLINE FROM JF TO O; 8NM"
"2026/01/22","IR","473","ZDV ZLC",40,"LEFT AND 4 NM RIGHT OF CENTERLINE FROM O TO O1; 4 NM EITHER SIDE"
"2026/01/22","IR","473","ZDV ZLC",50,"OF CENTERLINE FROM O1 TO T; 3 NM LEFT AND 4 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","473","ZDV ZLC",60,"FROM T TO U; 4 NM EITHER SIDE OF CENTERLINE FROM U TO AA; 4 NM"
"2026/01/22","IR","473","ZDV ZLC",70,"LEFT AND 8 NM RIGHT OF CENTERLINE FROM AA TO AB; 4 NM EITHER SIDE"
"2026/01/22","IR","473","ZDV ZLC",80,"OF CENTERLINE FROM AB TO B2; CONFINES OF POWDER RIVER MOA"
"2026/01/22","IR","473","ZDV ZLC",90,"FROM B2 TO B6; 6 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM B6 TO"
"2026/01/22","IR","473","ZDV ZLC",100,"AI; 4 NM EITHER SIDE OF CENTERLINE FORM AI TO EN."
"2026/01/22","IR","479","ZLC",30,"4 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","479","ZLC",31,"BOUNDARIES OF HAYS MOA FROM C TO D; 4 NM EITHER SIDE OF"
"2026/01/22","IR","479","ZLC",32,"CENTERLINE FROM D TO H; 6 NM LEFT AND 7 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","479","ZLC",33,"FROM H TO I; 4 NM EITHER SIDE OF CENTERLINE FROM I TO J; 3 NM LEFT"
"2026/01/22","IR","479","ZLC",34,"AND 4 NM RIGHT OF CENTERLINE FROM J TO K; 4 NM EITHER SIDE OF"
"2026/01/22","IR","479","ZLC",35,"CENTERLINE FROM K TO V; 7 NM EITHER SIDE OF CENTERLINE FROM V TO"
"2026/01/22","IR","479","ZLC",36,"W; 4 NM EITHER SIDE OF CENTERLINE FROM W TO AC; 4 NM LEFT AND 3"
"2026/01/22","IR","479","ZLC",37,"NM RIGHT OF CENTERLINE FROM AC TO AD; 4 NM EITHER SIDE OF"
"2026/01/22","IR","479","ZLC",40,"CENTERLINE FROM AD TO AL."
"2026/01/22","IR","480","ZLC",1,"4 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","480","ZLC",2,"7 NM EITHER SIDE OF CENTERLINE FROM B TO C; 4 NM LEFT AND 3 NM"
"2026/01/22","IR","480","ZLC",3,"RIGHT OF CENTERLINE FROM C TO O; 4 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","480","ZLC",4,"FROM O TO P; 7 NM LEFT AND 6 NM RIGHT OF CENTERLINE FROM P TO Q;"
"2026/01/22","IR","480","ZLC",5,"4 NM EITHER SIDE OF CENTERLINE FROM Q TO U; BOUNDRIES OF THE"
"2026/01/22","IR","480","ZLC",6,"HAYS MOA FROM U TO V; 4 NM EITHER SIDE OF CENTERLINE FROM V TO"
"2026/01/22","IR","480","ZLC",10,"X. "
"2026/01/22","IR","485","ZDV ZLC",10,"4 NM EITHER SIDE OF CENTERLINE FROM LM TO LD ;"
"2026/01/22","IR","485","ZDV ZLC",20,"CONFINES OF POWDER RIVER A MOA FROM LD TO LF;"
"2026/01/22","IR","485","ZDV ZLC",30,"6 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM LF TO AI ;"
"2026/01/22","IR","485","ZDV ZLC",40,"4 NM EITHER SIDE OF CENTERLINE FROM AI TO EN."
"2026/01/22","IR","492","",5,"4 NM EITHER SIDE OF CENTERLINE FROM NH TO"
"2026/01/22","IR","492","",10,"NN; 3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM NN TO NO; 4"
"2026/01/22","IR","492","",15,"NM EITHER SIDE OF CENTERLINE FROM NO TO NQ; 4 NM LEFT AND 8 NM"
"2026/01/22","IR","492","",20,"RIGHT OF CENTERLINE FROM NQ TO NT; 8 NM LEFT AND 4 NM RIGHT OF"
"2026/01/22","IR","492","",30,"CENTERLINE FROM NT TO AU; 4 NM EITHER SIDE OF CENTERLINE FROM AU"
"2026/01/22","IR","492","",40,"TO AW; 4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM AW TO AX; 3"
"2026/01/22","IR","492","",50,"NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM AX TO AZ; 8 NM LEFT"
"2026/01/22","IR","492","",60,"AND 4 NM RIGHT OF CENTERLINE FROM AZ TO LA; 4 NM LEFT AND 3 NM"
"2026/01/22","IR","492","",70,"RIGHT OF CENTERLINE FROM LA TO PQ; 4 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","492","",80,"FROM PQ TO LD; CONFINES OF POWDER RIVER A MOA FROM LD TO LF; 6"
"2026/01/22","IR","492","",90,"NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM LF TO AI; 4 NM EITHER"
"2026/01/22","IR","492","",100,"SIDE OF CENTERLINE FROM AI TO EN."
"2026/01/22","IR","499","ZDV ZLC",5,"5 NM LEFT AND 7 NM RIGHT OF"
"2026/01/22","IR","499","ZDV ZLC",7,"CENTERLINE FROM F TO JB; 7NM LEFT AND 4 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","499","ZDV ZLC",9,"FROM JB TO JF; 4 NM EITHER SIDE OF CENTERLINE FROM JF TO SH; 2 NM"
"2026/01/22","IR","499","ZDV ZLC",11,"LEFT AND 3 NM RIGHT OF CENTERILNE FROM SH TO SI; 1 NM LEFT AND 3"
"2026/01/22","IR","499","ZDV ZLC",13,"NM RIGHT OF CENTERLINE FROM SI TO SJ; 2 NM LEFT AND 3 NM RIGHT OF"
"2026/01/22","IR","499","ZDV ZLC",15,"CENTERLINE FROM SJ TO SL; 3 NM EITHER SIDE OF CENTERLINE FROM SL"
"2026/01/22","IR","499","ZDV ZLC",20,"TO SO."
"2026/01/22","IR","504","ZKC ZMP",5,"3 NM LEFT AND 4 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","504","ZKC ZMP",10,"FROM A TO C; 3 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM C TO I; 4"
"2026/01/22","IR","504","ZKC ZMP",15,"NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM I TO J; 4 NM LEFT AND 4"
"2026/01/22","IR","504","ZKC ZMP",20,"NM RIGHT OF CENTERLINE FROM J TO L; 3 NM LEFT AND 3 NM RIGHT OF"
"2026/01/22","IR","504","ZKC ZMP",25,"CENTERLINE FROM L TO N; 2 NM LEFT AND 4 RIGHT OF CENTERLINE FROM N"
"2026/01/22","IR","504","ZKC ZMP",30,"TO P; 3 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM P TO S."
"2026/01/22","IR","505","ZKC ZMP",5,"3 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","505","ZKC ZMP",10,"8 NM EITHER SIDE OF CENTERLINE FROM C TO G;"
"2026/01/22","IR","505","ZKC ZMP",15,"8 NM EAST AND 4 NM WEST OF CENTERLINE FROM G TO H;"
"2026/01/22","IR","505","ZKC ZMP",20,"8 NM EITHER SIDE OF CENTERLINE FROM H TO J;"
"2026/01/22","IR","505","ZKC ZMP",25,"7 NM EITHER SIDE OF CENTERLINE FROM J TO K."
"2026/01/22","IR","505","ZKC ZMP",35,"ALTERNATE ENTRY: E - ON CENTERLINE YA TO E1."
"2026/01/22","IR","508","ZDV ZMP",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","508","ZDV ZMP",10,"8 NM EITHER SIDE OF CENTERLINE FROM C TO I;"
"2026/01/22","IR","508","ZDV ZMP",15,"4 NM EITHER SIDE OF CENTERLINE FROM I TO J."
"2026/01/22","IR","509","ZDV ZMP",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","509","ZDV ZMP",10,"8 NM EITHER SIDE OF CENTERLINE FROM C TO L;"
"2026/01/22","IR","509","ZDV ZMP",15,"4 NM EITHER SIDE OF CENTERLINE FROM L TO O."
"2026/01/22","IR","513","",1,"4NM LEFT/4NM RIGHT OF CENTERLINE FROM PT A"
"2026/01/22","IR","513","",2,"TO PT D; 3NM LEFT/4NM RIGHT OF CENTERLINE PT D TO PT E; 4NM"
"2026/01/22","IR","513","",3,"LEFT/4NM RIGHT OF CENTERLINE PT E TO PT G; 6NM LEFT/4NM RIGHT OF"
"2026/01/22","IR","513","",4,"CENTERLINE FROM PT G TO PT J. POINTS J-M CORRIDOR WIDTHS MUST"
"2026/01/22","IR","513","",5,"REMAIN WITHIN THE CONFINES OF THE BISON MOA. SMOKY HILL"
"2026/01/22","IR","513","",6,"RACETRACK: CIRCULAR TRACK ENCOMPASSING ALL AIRSPACE INSIDE AN"
"2026/01/22","IR","513","",7,"AREA BOUNDED BY 3NM RIGHT OF CENTERLINE FROM AC TO AF, WITHIN THE "
"2026/01/22","IR","513","",8,"CONFINES OF SMOKY MOA AND R-3601A FROM AF TO AH, 2NM RIGHT "
"2026/01/22","IR","513","",9,"OF CENTERLINE FROM AH TO AC. "
"2026/01/22","IR","514","ZDV ZMP",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","514","ZDV ZMP",10,"15 NM RIGHT AND 4 NM LEFT OF CENTERLINE FROM B TO C;"
"2026/01/22","IR","514","ZDV ZMP",15,"13 NM RIGHT AND 16 NM LEFT OF CENTERLINE FROM C TO D;"
"2026/01/22","IR","514","ZDV ZMP",20,"25 NM RIGHT AND 16 NM LEFT OF CENTERLINE FROM D TO E;"
"2026/01/22","IR","514","ZDV ZMP",25,"25 NM RIGHT AND 10 NM LEFT OF CENTERLINE FROM E TO G;"
"2026/01/22","IR","514","ZDV ZMP",30,"6 NM RIGHT AND 12 NM LEFT OF CENTERLINE FROM G TO H;"
"2026/01/22","IR","514","ZDV ZMP",35,"8 NM EITHER SIDE OF CENTERLINE FROM H TO I;"
"2026/01/22","IR","514","ZDV ZMP",40,"4 NM EITHER SIDE OF CENTERLINE FROM I TO J."
"2026/01/22","IR","518","ZDV ZMP",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","518","ZDV ZMP",10,"8 NM EITHER SIDE OF CENTERLINE FROM B TO H;"
"2026/01/22","IR","518","ZDV ZMP",15,"4 NM EITHER SIDE OF CENTERLINE FROM H TO J."
"2026/01/22","IR","526","",1,"4NM LEFT/3NM RIGHT OF CENTERLINE FROM PT A"
"2026/01/22","IR","526","",2,"TO PT B; 4NM LEFT/2NM RIGHT OF CENTERLINE PT B TO PT E; 4NM"
"2026/01/22","IR","526","",3,"LEFT/4NM RIGHT OF CENTERLINE PT E TO PT K; 3NM LEFT/6NM RIGHT OF"
"2026/01/22","IR","526","",4,"CENTERLINE FROM PT K TO PT O; 2NM LEFT/2NM RIGHT OF CENTERLINE"
"2026/01/22","IR","526","",5,"FROM PT O TO PT S. POINTS S-U CORRIDOR WIDTHS MUST REMAIN WITHIN"
"2026/01/22","IR","526","",6,"THE CONFINES OF THE BISON AND SMOKY MOAS. SMOKY HILL"
"2026/01/22","IR","526","",7,"RACETRACK: CIRCULAR TRACK ENCOMPASSING ALL AIRSPACE INSIDE AN"
"2026/01/22","IR","526","",8,"AREA BOUNDED BY 3NM RIGHT OF CENTERLINE FROM AC TO AF, WITHIN THE"
"2026/01/22","IR","526","",9,"CONFINES OF SMOKY MOA AND R-3601A FROM AF TO AH, 2NM RIGHT"
"2026/01/22","IR","526","",10,"OF CENTERLINE FROM AH TO AC."
"2026/01/22","IR","592","ZKC ZME",5,"3 NM LEFT AND 1 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","592","ZKC ZME",7,"FROM A TO B; 3 NM EITHER SIDE OF CENTERLINE FROM B TO D; 4 NM"
"2026/01/22","IR","592","ZKC ZME",9,"EITHER SIDE OF CENTERLINE FROM D TO N; 4 NM LEFT AND 3 NM RIGHT OF"
"2026/01/22","IR","592","ZKC ZME",11,"CENTERLINE FROM N TO Q; 3 NM EITHER SIDE OF CENTERLINE FROM Q TO"
"2026/01/22","IR","592","ZKC ZME",13,"T; 3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM T TO U; 4 NM"
"2026/01/22","IR","592","ZKC ZME",15,"EITHER SIDE OF CENTERLINE FROM U TO W; 4 NM LEFT AND 2 NM RIGHT OF"
"2026/01/22","IR","592","ZKC ZME",17,"CENTERLINE FROM W TO Y; 4 NM EITHER SIDE OF CENTERLINE FROM Y TO"
"2026/01/22","IR","592","ZKC ZME",19,"AA; 4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM AA TO AC;"
"2026/01/22","IR","592","ZKC ZME",21,"RE-ENTRY T - 3 NM LEFT AND 4 NM OF CENTERLINE FROM T1 TO TA; 3"
"2026/01/22","IR","592","ZKC ZME",23,"NM EITHER SIDE OF CENTERLINE FROM TB TO EI; ALTERNATE EXIT Q -"
"2026/01/22","IR","592","ZKC ZME",25,"REMAIN WITHIN ESTABLISHED N TO Q ROUTE CORRIDOR AS DEFINED"
"2026/01/22","IR","592","ZKC ZME",27,"ABOVE."
"2026/01/22","IR","605","ZMP",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO D;"
"2026/01/22","IR","605","ZMP",10,"4 NM EITHER SIDE OF CENTERLINE FROM D TO G."
"2026/01/22","IR","606","ZMP",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO D;"
"2026/01/22","IR","606","ZMP",10,"5 NM EITHER SIDE OF CENTERLINE FROM D TO G."
"2026/01/22","IR","608","ZDC ZID ZTL",5,"10 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","609","ZMP",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO KK;"
"2026/01/22","IR","609","ZMP",10,"3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM KK TO II;"
"2026/01/22","IR","609","ZMP",15,"4 NM EITHER SIDE OF CENTERLINE FROM II TO M;"
"2026/01/22","IR","609","ZMP",20,"3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM M TO N;"
"2026/01/22","IR","609","ZMP",25,"4 NM EITHER SIDE OF CENTERLINE FROM N TO U;"
"2026/01/22","IR","609","ZMP",30,"3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM U TO X;"
"2026/01/22","IR","609","ZMP",35,"4 NM EITHER SIDE OF CENTERLINE FROM X TO AH."
"2026/01/22","IR","609","ZMP",40,"4 NM EITHER SIDE OF CENTERLINE FROM WI TO AW."
"2026/01/22","IR","613","ZDV ZMP",5,"8 NM  EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","613","ZDV ZMP",10,"12 NM  RIGHT AND 6 NM LEFT OF CENTERLINE FROM C TO D;"
"2026/01/22","IR","613","ZDV ZMP",15,"10 NM  RIGHT AND 25 NM LEFT OF CENTERLINE FROM D TO F;"
"2026/01/22","IR","613","ZDV ZMP",20,"16 NM  RIGHT AND 25 NM LEFT OF CENTERLINE FROM F TO G;"
"2026/01/22","IR","613","ZDV ZMP",25,"16 NM  RIGHT AND 13 NM LEFT OF CENTERLINE FROM G TO H;"
"2026/01/22","IR","613","ZDV ZMP",30,"4 NM  RIGHT AND 15 NM LEFT OF CENTERLINE FROM H TO I;"
"2026/01/22","IR","613","ZDV ZMP",35,"4 NM  EITHER SIDE OF CENTERLINE FROM I TO J."
"2026/01/22","IR","613","ZDV ZMP",40,"ALTERNATE ENTRY :"
"2026/01/22","IR","613","ZDV ZMP",45,"4 NM  EITHER SIDE OF CENTERLINE FROM K TO L;"
"2026/01/22","IR","613","ZDV ZMP",50,"12 NM  RIGHT AND 6 NM LEFT OF CENTERLINE FROM L TO C."
"2026/01/22","IR","618","ZID",5,"3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","618","ZID",10,"8 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM B TO C;"
"2026/01/22","IR","618","ZID",15,"3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM C TO D;"
"2026/01/22","IR","618","ZID",20,"3 NM LEFT AND 7 NM RIGHT OF CENTERLINE FROM D TO E;"
"2026/01/22","IR","618","ZID",25,"5 NM EITHER SIDE OF CENTERLINE FROM E TO H."
"2026/01/22","IR","644","ZLC ZMP",3,"3 NM LEFT AND 2 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","644","ZLC ZMP",5,"FROM A TO CB; 4 NM EITHER SIDE OF CENTERLINE FROM CB TO N; 4 NM"
"2026/01/22","IR","644","ZLC ZMP",10,"LEFT AND 3 NM RIGHT OF CENTERLINE FROM N TO O; 4 NM EITHER SIDE OF"
"2026/01/22","IR","644","ZLC ZMP",15,"CENTERLINE FROM O TO S; 4 NM LEFT AND 6 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","644","ZLC ZMP",20,"FROM S TO T; 4 NM EITHER SIDE OF CENTERLINE FROM T TO AC;"
"2026/01/22","IR","644","ZLC ZMP",25,"RE-ENTRY; 4 NM EITHER SIDE OF CENTERLINE FROM T TO R; 4 NM EITHER"
"2026/01/22","IR","644","ZLC ZMP",30,"SIDE OF CENTERLINE FROM U1 TO XX."
"2026/01/22","IR","649","ZLC ZMP",10,"3 NM LEFT AND 2NM RIGHT OF CENTERLINE FROM A TO CB; 4 NM EITHER"
"2026/01/22","IR","649","ZLC ZMP",16,"SIDE OF CENTERLINE FROM CB TO BC."
"2026/01/22","IR","678","ZLC ZMP",20,"4 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","678","ZLC ZMP",40,"3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM B TO H; 4 NM LEFT AND"
"2026/01/22","IR","678","ZLC ZMP",60,"2 NM RIGHT OF CENTERLINE FROM H TO I; 4 NM LEFT AND 7 NM RIGHT OF"
"2026/01/22","IR","678","ZLC ZMP",80,"CENTERLINE FROM I TO K; 9 NM LEFT AND 7 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","678","ZLC ZMP",100,"FROM K TO L; 9 NM LEFT AND 6 NM RIGHT OF CENTERLINE FROM L TO M;"
"2026/01/22","IR","678","ZLC ZMP",101,"4 NM EITHER SIDE OF CENTERLINE FROM M TO Q; 4 NM LEFT AND 3 NM"
"2026/01/22","IR","678","ZLC ZMP",102,"RIGHT OF CENTERLINE FROM Q TO R; 6 NM LEFT AND 8 NM RIGHT OF"
"2026/01/22","IR","678","ZLC ZMP",103,"CENTELINE FROM R TO U; 6 NM LEFT AND 2 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","678","ZLC ZMP",104,"FROM U TO X; 4 NM LEFT AND 2 NM RIGHT OF CENTERLINE FROM X TO Y; 2"
"2026/01/22","IR","678","ZLC ZMP",105,"NM EITHER SIDE OF CENTERLINE FROM Y TO AB; 3 NM LEFT AND 2 NM"
"2026/01/22","IR","678","ZLC ZMP",106,"RIGHT OF CENTERLINE FROM AB TO AC; 4 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","678","ZLC ZMP",107,"FROM AC TO AG."
"2026/01/22","IR","714","ZDC",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO D;"
"2026/01/22","IR","714","ZDC",10,"5 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM D TO F;"
"2026/01/22","IR","714","ZDC",15,"5 NM EITHER SIDE OF CENTERLINE FROM F TO G;"
"2026/01/22","IR","714","ZDC",20,"3 NM LEFT AND 5 NM RIGHT FROM G TO H;"
"2026/01/22","IR","714","ZDC",25,"5 NM EITHER SIDE OF CENTERLINE FROM H TO J."
"2026/01/22","IR","715","ZDC",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO L;"
"2026/01/22","IR","715","ZDC",10,"3 NM EITHER SIDE OF CENTERLINE FROM L TO M;"
"2026/01/22","IR","718","ZDC ZJX ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO G;"
"2026/01/22","IR","718","ZDC ZJX ZTL",10,"2 NM EITHER SIDE OF CENTERLINE FROM G TO 20 NM EAST OF G;"
"2026/01/22","IR","718","ZDC ZJX ZTL",15,"5 NM EITHER SIDE OF CENTERLINE FROM 20 NM EAST OF G TO J."
"2026/01/22","IR","719","ZDC ZTL",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","720","ZDC",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","721","ZDC ZJX ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO I;"
"2026/01/22","IR","721","ZDC ZJX ZTL",10,"1 NM LEFT AND 9 NM RIGHT OF CENTERLINE FROM I TO J;"
